0,0,0,0,0,0,0,0,0,0,0,0,0
4.0964,3.9642,3.81555,3.84165,4.26255,4.1143,4.10315,4.14095,4.03915,4.09775,4.13865,4.2746,4.0884,4.26255,4.2881,4.1294,4.1371,4.1913,4.1253,4.3036,4.15045
4.40315,4.2729,4.1666,4.1726,4.59545,4.44895,4.4315,4.4664,4.3594,4.43545,4.4867,4.62465,4.45335,4.6401,4.66885,4.50485,4.51455,4.575,4.5016,4.68865,4.51235
4.9996,4.8667,4.76775,4.76525,5.2305,5.06165,5.03535,5.07855,4.97675,5.05475,5.11785,5.25705,5.07825,5.264,5.2868,5.12195,5.1264,5.18865,5.11365,5.30335,5.1916
5.0657,4.94055,4.8427,4.84905,5.28765,5.13315,5.09835,5.13145,5.03555,5.1189,5.1735,5.3168,5.1216,5.2999,5.32195,5.1688,5.1685,5.2312,5.1651,5.3482,5.26825
6.12185,5.9802,5.8987,5.9221,6.39885,6.2109,6.16525,6.19795,6.11165,6.22075,6.27795,6.39205,6.23295,6.40135,6.4353,6.28525,6.29445,6.3616,6.2757,6.42985,6.3626
6.4588,6.3021,6.22395,6.25825,6.72015,6.52465,6.4755,6.51025,6.42345,6.5135,3.6077,6.6596,6.60965,6.77225,6.80795,6.6562,6.65405,6.70235,6.6087,6.75045,6.6265
6.8241,6.66145,6.59705,6.6373,7.08045,6.902,6.8412,6.85665,6.76635,6.87985,3.5274,7.0119,6.94515,7.11005,7.1454,7.00635,7.0011,7.0623,6.9517,7.08535,7.0022
6.88825,6.7007,6.6212,6.6655,7.0919,6.93935,6.8748,6.902,6.8125,6.9284,3.5106,7.09805,6.89675,7.02575,7.06515,6.95445,6.96635,7.0267,6.9332,7.0633,7.04805
7.38375,7.14815,7.0622,7.1025,7.52885,7.342,7.27575,7.2931,7.2251,7.36275,3.3502,7.4744,7.31295,7.40225,7.43345,7.31565,7.3316,7.4009,7.3073,7.4266,7.41895
7.4719,7.2718,7.1939,7.2443,7.6556,7.46735,7.4092,7.43455,7.3715,7.5258,3.0581,7.67025,7.42415,7.50885,7.56255,7.4314,7.4485,7.51775,7.4271,7.56445,7.61995
7.71095,7.4302,7.30155,7.34635,7.7543,7.54485,7.4792,7.491,7.43075,7.5747,3.06215,7.76875,7.5646,7.5868,7.65265,7.5263,7.5265,7.6054,7.50655,7.6454,7.7605
7.7119,7.4277,7.30625,7.32475,7.7221,7.5088,7.4241,7.4349,7.36605,7.4995,3.4473,7.6123,7.6171,7.57785,7.63005,7.4979,7.49175,7.56085,7.45805,7.57345,7.6187
8.0358,7.7555,7.66975,7.68305,8.09215,7.87,7.7851,7.78285,7.7157,7.8642,3.9248,7.9252,7.94545,7.8825,7.9496,7.8134,7.8323,7.8998,7.80755,7.9015,7.91505
7.72835,7.4532,7.371,7.38325,7.77715,7.58725,7.4956,7.5014,7.42745,7.56875,3.57695,7.65205,7.64515,7.5925,7.64415,7.5352,7.53975,7.60465,7.5045,7.6247,7.6199
7.7285,7.42525,7.3456,7.3789,7.7815,7.5852,7.5083,7.5236,7.4548,7.59735,4.25565,7.68105,7.70675,7.643,7.6955,7.58135,7.58935,7.66435,7.56385,7.66955,7.6579
2.069,7.12965,7.1606,7.5516,7.3485,7.2705,7.27985,7.22775,7.36985,5.4801,7.4477,7.5715,7.5646,7.5891,7.45795,7.4677,7.5543,7.45995,7.5569,7.48785
7.36445,7.11085,7.0149,7.03445,7.45865,7.27505,7.1995,7.2187,7.1469,7.2853,5.25735,7.36525,7.47325,7.45265,7.497,7.3744,7.38115,7.4584,7.3593,7.47385,7.413
5.4455,5.2895,5.16245,5.16915,5.5282,5.41165,5.3454,5.3668,5.27345,5.36205,5.18545,5.51535,5.52165,5.63065,5.63665,5.4811,5.4853,5.5538,5.47775,5.6379,5.49615
4.848,4.7031,4.58375,4.5883,4.935,4.82795,4.7804,4.80225,4.7078,4.78245,4.8086,4.9384,4.88755,5.02045,5.01205,4.8633,4.87615,4.9372,4.86575,5.0114,4.9014
5.33785,5.18515,5.0585,5.05675,5.4638,5.3256,5.27335,5.30415,5.21795,5.2942,5.3328,5.4523,5.39635,5.5442,5.53005,5.38385,5.38275,5.4595,5.38235,5.53005,5.40575
6.18265,6.01115,5.8889,5.8783,6.35745,6.15415,6.09655,6.12355,6.0554,6.15265,6.20105,6.31065,6.33185,6.46745,6.44365,6.29735,6.3015,6.3862,6.3014,6.4367,6.3114
3.3804,3.2811,3.16145,3.14725,3.4324,3.37745,3.3465,3.3638,3.28645,3.3223,3.36535,3.48795,3.39515,3.54295,3.53295,3.3917,3.3845,3.44205,3.4008,3.5477,3.4333
4.1838,4.1057,3.98595,3.97375,4.36145,4.23995,4.20355,4.23815,4.1495,4.1908,4.23245,4.35875,4.3113,4.48595,4.4833,4.3333,4.3334,4.39785,4.32475,4.4751,4.3271
3.83695,3.7641,3.64085,3.61895,3.99045,3.8772,3.84265,3.87885,3.79045,3.8345,3.87485,4.0072,3.94415,4.1289,4.11585,3.9609,3.96005,4.02075,3.96745,4.1152,3.95855
3.17215,3.0962,2.982,2.95965,3.2833,3.20065,3.17155,3.2023,3.11935,3.142,3.1789,3.30635,3.232,3.40655,3.39965,3.2566,3.25615,3.30985,3.2593,3.40465,3.2623
1.89005,1.8513,1.76855,1.75655,1.9504,1.9194,1.761,1.77975,1.72695,1.73635,1.76135,1.8414,1.9113,2.04195,2.0393,1.9405,1.8023,1.83635,1.80775,1.90185,1.8073
2.21295,2.17085,2.061,2.0617,2.2952,2.25475,1.65465,1.675,1.624,1.63295,1.65785,1.73435,2.24525,2.4304,2.4136,2.3119,1.7098,1.7328,1.7145,1.80665,1.7064
1.29075,1.2718,1.20265,1.19885,1.33085,1.3203,0.8996,0.91325,0.87745,0.8815,0.8958,0.9442,1.30405,1.41685,1.414,1.3411,0.91885,0.9345,0.9221,0.98165,0.91385
0.64445,0.63655,0.5992,0.57945,0.65635,0.64225,0.65355,0.66885,0.63365,0.6342,0.6441,0.68275,0.64745,0.7047,0.69165,0.66105,0.6602,0.672,0.6618,0.7101,0.6618
0.4271,0.4327,0.3927,0.3876,0.44155,0.42505,0.4503,0.4651,0.4206,0.44035,0.43525,0.4795,0.43185,0.4683,0.45335,0.42745,0.4495,0.46335,0.4352,0.48405,0.4462
0.11975,0.1644,0.1347,0.09855,0.14225,0.12055,0.15905,0.17895,0.1416,0.16245,0.13615,0.17685,0.1366,0.12105,0.1101,0.11655,0.13815,0.1645,0.11845,0.1409,0.13075
0,0,0,0,0,0,0,0.01105,0,0,0,0.03115,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
